id,landmark_id
0010142ba1321a93,29290
00103e74a6e2b526,42494
00103f440470530d,83337
001056600c6e22b5,13195
00105958ef38d3e8,20540
00105c1a979b07f8,90941
001063e4f2ff316e,78022
001072776a463524,91023
001096adf17a19e1,94598
001097e75f3fd53e,69111
0010ad2ddf104593,18286
0010c5a2147a9940,11820
0010d363676a21dd,85772
0010ddfe8a26dca9,36431
00110c882cee0d37,76206
00112564c179d9de,63070
001144c298265da3,11033
00115ab0dafa7b90,22508
001168ef11be8235,26959
001199d1d395f9ed,41374
0011d195391e24c2,82504
0011f1d713365640,5281
001201d099e33cf1,83005
001206dd7dec43c3,67838
00120800b2df3e74,79176
0012457ba671b8a5,43215
00124a1faf82d934,43341
001254ca200137c1,70578
0012572f6674c230,41374
0012623d82032bcf,30225
001268095571c095,33908
001283fd55589d45,45975
0012876d58fd1c5c,48373
0012a8d6ddc8be3a,57440
0012aa682c3eecdf,80960
0012b93490299653,25309
0012c057b4896d88,26317
0012ce30ae88d5b4,86228
0012f3add572f179,20971
0012f4bb3812e158,73438
00131b053f7d5572,22327
0013226c0100b263,38815
001339f131b01f40,53389
00135c9458b84528,4782
00137f7645f62cee,25532
00138e257d80526a,63392
0013a0de007af0a5,68263
0013a12cfd16b9a1,65378
0013eecec02dc0df,74952
0013f51bc27ff800,46700
0013fe3d8c858c21,26551
0014157436ee3054,6458
0014246ca256cddb,97365
00143e4809b3a38c,97537
00143eb75a1a5828,68520
00144ba3db972625,5063
00144ef9f2b412ad,32658
00145219d046f18f,74686
00146969b8c3e729,99288
00146c6662a78dff,84779
0014ce58e33101c1,36668
0014cf60a9d64658,65766
0014d6ea9ba16d66,41374
00151ddb04b44924,24568
001545de0804075b,29103
00156b9a94b4eab2,87116
0015a3c2f2389a13,5163
0015b4aa92b4f735,11142
0015b56e33205043,6277
0015cc3d48510c25,52307
0015dfb102551f4a,677
0015f676f97fa8a0,34451
0015ff7be758af7f,10039
0015ff9755b642ad,80102
001603503530ba38,11820
0016069766e6ead8,75654
0016371f3cfef5fd,30132
001639ac3076e1a1,41747
00163eeabb64f9d9,14794
001654303233d281,51691
0016626f4b058634,52949
00167f1abe1d9f35,71409
00167f9ba45cd29f,89467
001686d272ff6f3d,52560
001687fc9542b131,38933
00168da78d5caa0d,79390
00169417cf004ca0,76266
00169590da926c5f,28528
0016980e15a95d7f,50291
001704822ebf7fe6,45445
00170e42f6b727d8,34138
0017167345165bd9,79626
00173ba71b6eea88,37244
00175e0c4560ab04,51485
00178e62f0976d76,97149
00179d9a64191a8c,52080
0017b928b00086d7,50975
0017bb8ae2b49397,45455
0017c28c3825d89d,940
0017c5e9dcfb43e4,95580
0017c91041088d3d,3900
0017d195b89a15d3,1787
0017d618c32109a4,42366
0017fe27bc8d61f0,55879
0017ff253888db71,62091
001847ac47d78d02,21284
001865dc40374d23,20186
00186f8bcda91a62,31083
00188dd6e33479e0,64729
0018a3cd9b9bdc11,99311
0018ad079ea4656a,14198
0018b7a86795022a,16853
0018bf8289fbc2b2,78775
0018c5705f3fb512,9851
0018d167ffc2560b,35434
0018d451c4ffccc7,46700
0018daff6f48b8f2,21940
0018e8a3751eb684,92463
001922f18e31639b,91023
001926d84961a9ab,36365
00192d73f2cf29a4,80813
0019754604ef4a6a,90364
001977753085fd03,79680
0019acb6498cc08b,82079
0019b497514da2c9,83100
0019bfaa56032b19,37509
0019c7ef3a5ef615,26620
0019ef13df8ed557,72932
0019fc58bf6ac1e6,63638
0019fc984895161d,59265
001a208b4e22d8a1,14577
001a41d574499f77,49045
001a457606fc68c2,1466
001a4647ad4b2194,25825
001a5077747ee992,32493
001a706a124f65b6,69789
001a7c77057ef84e,5861
001a835ec72c1b6e,83895
001a94e8f1952166,22601
001aa398d9ce34de,80095
001ab005c8a63df5,88320
001ab91924f15c5e,15854
001ac044ea35a0d1,33892
001b02b698627dbd,25196
001b2d6fe2931950,19458
001b4f97215d176a,50640
001b5c89d1e044db,5184
001b67ac385308bf,4782
001b7bec05789ba3,15495
001ba86104f3004b,21979
001bc491681b267b,58632
001bfc482414adce,86046
001c0f0ac472a76b,78775
001c332ca5189496,90692
001c3485b0873cb2,46363
001c3b3383c40bdc,86862
001c3d811654aa90,71904
001cbc1ee1680cb2,98915
001cce0109f92d93,41747
001d01d128e34a28,81494
001d06ae621ad4f8,81508
001d116ff777a63b,98635
001d31da8ca0256f,25477
001d35c4a1082d7f,79116
001d3f7e84834a0b,20853
001d4fd1f252fe0e,84666
001d561724172353,51013
001d9e1f3d4151e3,41822
001dd2e213027812,88986
001e39da34936d26,66870
001e3c482f4a34dd,86046
001e7c7bbc345148,39232
001e8205690e31bd,49260
001e9479b4888454,62772
001ea4ea8e14410a,12661
001edd3745cc4de6,36147
001eed83b41947e6,6527
001ef08852c6d755,81929
001f1b735ebb9aed,78775
001f4328558e36b5,83984
001f4bce1535c93e,24934
001f65b2bbbfadb3,2730
001f81d87fb49333,11066
001f83d523bba0d6,97111
001f8b6157bf35ac,91437
001fb7834b878fbc,9023
001fbe283f17c476,2868
001fe04721682953,80239
00206495c729bce3,52941
0020673a2df45e4d,55319
00207ad664e1cddd,83544
0020bf59af32d4f0,52949
0020c5265089028e,98484
0020c5509305affe,55379
0020efd55db66762,66500
00210ad1622b0b69,23006
00212973f69ed6b0,56355
00212be74719c377,78775
00212cb16564d387,43028
00215d43a40504ab,22796
00216902788da957,54388
00216f4e73f8160f,38972
002170140826401d,75066
002172a2c4486fdf,82078
00217a6e7838e6db,78185
002183d3cddc028a,318
002186ff5b105951,98411
0021a3cebded62e9,31207
0021bb07906c0ccb,40540
0021d8e39b510097,77405
0021dbe3cf6f66ce,54503
0021de60639d3e2d,82254
0021fd74e7d795bd,35919
00220e759ccc4f7e,27432
00222e0c34089bfe,46554
00223d47528cdfc3,57727
002248e1d60eb8aa,74146
002286974fb193aa,46700
002298ffffb45ec7,8719
0022a1bde24b113c,49325
0022b77e792c4d92,19712
0022ba50740a7010,81718
0022d28808707481,76376
0022d66679a9947e,89295
0022efd5cd898395,73166
0022fa80a710ef9f,54344
00231c64b6b646d0,53305
0023266c9147ff63,73536
00234a832ca973d7,67994
002353ac383e81b3,38161
00237ffbe77ab168,81304
002389c6bca566f4,95639
0023a9b11e244dbd,89951
0023c3854bdf5a15,84065
0023d2de7e4f5f43,68705
00241b91597c68ff,79800
002445f7298d36a5,73445
002489bdc5bf80d3,78775
00248ce2c95eec15,48626
00249244bb6b19da,27008
002496774ad2485b,73684
0024a3b545d76d17,71602
0024aeafdecb2ff7,7403
0024b4f7bad75353,56990
0024b7344617426a,36835
0024bbd8653a1f79,8141
0024bcf3a7ecc4c4,13756
0024d6c786dcaa77,44351
0024e6b32efd3a8a,54344
0024ea178b69f15f,62514
0025094d5385349b,46700
00250b63abb6770b,74579
002511ca498ed667,45870
00251347beb69726,43344
00253a6328a963b7,44886
002556abbd20ca8f,12157
0025744ad56b2a87,8622
0025aa1fe9205838,82167
0025c0b151526c4d,68745
0025c2ec91e177e6,55631
0025c5de8b7b8022,85732
0025e4e8ef65adef,52544
0025e588d63e920a,17781
0025ebed68c7f827,52273
0026055670a39588,72603
00262d82a552eb8d,93036
00263f1119ce0ee6,96729
00264d096c51823e,32159
002682924cdcfb7f,51293
00268d7fdfc74641,68388
0026954188d91e39,1385
002697fa9c4c809d,38465
0026d19bab3ee551,87229
0026e189cb7e2802,23669
0026ff85f222438c,18637
0027133e7090a439,25825
00271d576b4856c3,90336
00272802826dcb78,38520
0027400623a49a19,41820
00274fe24b9a8e37,100629
00276e6b1c1ea126,97814
002780b682775f86,17210
0027827824b86ff0,64980
002786b82174c727,16869
002788fa589cbf74,43130
00278a5699e9d9d1,4782
002795193e270a16,69826
0027aa1b4c949d15,51296
0027b63df5e33cbe,39858
0027c9e65a8d8001,13442
0027d83736d2bb97,44105
0027e09a0611c625,66823
0027ecfb1f0b3017,1153
00281adc7041ddf1,14030
00281cd5066d2f0d,23122
002832e522f4504e,71644
002837155c37d67d,78775
0028858c0d91387a,71683
00288ac7121e950b,8711
0028a3c415bac39b,12978
0028ae2e5c438119,8765
0028b077969c780a,14659
0028c963f111a503,82811
0028ca518165253d,12988
0028d40bf6dd013d,13548
0028e10d6e3d6471,53498
0028e3efa927a152,59906
0028fb3c60ec1503,40744
0029024fd179739c,30325
002928bd20e5e3ff,38224
002961bd2c3eed98,82817
002962ae7ae97c83,51179
002975693647f239,84539
002975a44cf0109b,54618
0029891fae5298ff,87830
002990e8f8a01499,78775
0029923607fb6407,5912
0029aaf3ad62e881,18551
0029d4f6375d0c31,33920
0029ec73771c6960,65206
002a12081d45a3b4,29224
002a2afbfde02b17,94328
002a3af675e15981,90853
002a6b6b5bf32e33,3752
002a7ea2c8ef5a03,67224
002a88859cd3b71a,50174
002a94e7acd7a0c5,53498
002a95999842da0e,59696
002ab3e5200283c1,47124
002ab9573d85f5e6,59655
002b0eac21cb2b63,16556
002b1c645647f3f3,37616
002b1e86557a2790,27152
002b263763541e98,84101
002b2765a7f95bfe,77906
002b2f3062a02fdb,27731
002b354b837a43ca,34392
002b42985b021781,86815
002b500c7c9997f8,57377
002b68f431d400b2,55139
002b7ab3286ea51e,57076
002b995dc15ba5cf,5767
002bacb11783eb4c,69478
002bbc2dcf5a1ca1,47618
002bcc4bd3dc1564,8708
002bcd5e8255c914,16412
002c0f5831119c01,98240
002c42f04abda41c,91478
002c5d29196ff26d,14790
002c9ee39072a134,864
002ca1d5fd604eda,72567
002cd888b51331a4,67678
002ce0c492e5b4cc,94163
002cf200591b5e86,73624
002d0106636b966f,27649
002d3b196c8fdad9,78811
002d3e6f30379e0a,99707
002d53f71aa3a9d4,3137
002d62966e0f9333,54405
002dba84366d5acb,81193
002dbbeee3ae8e56,63091
002dbddce3812a9d,21974
002dcedcca0a6dd6,74341
002ddb77b6e4e647,78775
002dfd557fc69fd8,97365
002e0b86d19ae16b,96326
002e0de8e222be40,4457
002e11b436e1254a,14483
002e20304f83e77e,10658
002e40787dbc848a,18551
002e622a89a0f390,81974
002e7b22025c982a,21579
002e927d386c9f96,61064
002ec7b749d6437b,46700
002ed2a46ae30f33,58077
002ee1eb1f466ccb,54113
002f08fc239009a1,97058
002f6b523f0524a3,73408
002f6f5ec0bd6744,13655
002f84b1b388f3c1,11132
002f8680d89348d2,91437
002f98a09c56f7ee,41368
002fa3b4986f9968,67494
002fc0e40aa67b12,78775
002fc5d6cf2723b4,41257
002fd5e00a09a84e,57632
002fe0b46f8460df,56530
002ff7dc732dd4bf,26707
002fff5c4183343f,10057
0030129368883c99,56348
00303a546e77c18f,37830
0030ad17b6300107,32658
0030b8575bffbc67,90169
0030d6b693209987,32854
00315caf14b45ad8,50899
00316646fd054cb5,74013
00316b833ad6ba2d,86439
00319d18e3a7fe85,93715
0031a5ccdf6e4657,95254
0031a9056f14f1da,49586
00321f226a407819,69856
003224f5e578ebd8,43956
00322c7317667586,6840
003252e7a7bbf0bc,54751
003257d75c97ea5e,64008
00329a3a25feae96,24796
00329e80f32a8f6e,42938
00329f14d877d9d1,29909
0032c06990729bae,90239
0032d6cc643ec83e,36233
0032e949a6f9033d,2593
00331ea2da2165a1,94090
00334330ba90b862,37616
00334ebc06476513,97821
00335cebcf21befd,96432
0033706778782f3b,99531
003396bb07673d99,46200
0033aafb25fcc22e,9927
0033ae3d5a028e40,43059
0033eace11be1700,18093
0033ed02d74c5733,93468
0033ffd393a16684,53155
0034385d472b31f6,78775
003461640ae205dd,43913
003466ee1a961ea1,14984
00346a20e7fe2b0f,34460
00346a7004e6def1,61160
00346a9e2e168213,2616
00349006043dcc96,16335
0034aa4d10ddf2f0,36772
0034e9e3a20d86f6,95148
00350735435faf03,90024
00350f4f7ef9f409,88121
00351c329228d29c,71512
003532a951b7af59,15655
003535e534df30d9,93103
0035493d5dceea0d,17989
00358098bc63b434,21351
0035893fff0f6b0b,37213
0035a398d7fadc47,51130
0035c54af73237ba,67750
0035d2b72bdfa580,15690
0035f351822f5ce7,85129
003615ef4132d193,83756
00361cdf23d81a55,71850
003635f41f912dcb,80689
003637dad3ef2340,99152
00364008d52a377c,94273
00366923516ce646,62279
00369abe9742ea2a,83694
0036af5ad6473107,37098
0036d267c732a94d,88369
0036d81607a5d6b5,94944
00370c7cf9de546f,75375
00372d8a532eca09,78775
003734438722dc69,74673
00373a003301dd44,36861
003759994df5033c,38377
00376b52738b7a71,60417
00377efff3ef3136,21267
003784296831e6e9,76112
003797f78a87294b,7838
0037ae1f07e6199b,76145
0037bca329ca8d61,83924
0037c555883a0995,55401
003823aed0430c31,40369
00382e30c8d53aae,37574
0038423969c34f10,90228
00386ecc1163030e,24578
00389d4a1b879532,11197
0038b0fc315c8d9a,66566
0038fb5ce23433a5,47015
00391a1a77295bcf,38303
00391c9527f8e74a,50928
00392dafdd0974aa,11308
003933d566dc0836,80399
003953766fb39865,39918
00395d4edd53c659,95211
0039690b54579da3,8382
00397d18fcfe88f4,72101
003995c87875e499,67241
0039a1b9898fc6a1,86824
0039a2b9dc3d4498,77499
0039a99344e787f4,60289
0039ecdfd808e12b,18777
0039f44b7fdb307e,29811
0039fb4fbdbe9b33,84626
003a07fd017670d6,26350
003a0bad03f9f22e,36405
003a2f2734d68026,51156
003a4ff5c90b14d4,68610
003aa8c0ce605910,91437
003aaa23b7f5d5b6,44773
003ad3983325c943,15964
003ad4670e9ce89a,21726
003af15c85cb2110,38733
003b12db71abb804,19822
003b2de1b5c993b1,82339
003b519435d791ff,80254
003b766fc14fb48e,78775
003b8c65587fc303,88089
003ba5add3c6fce0,6814
003ba9c008a2231b,90659
003bcd84e1ff8636,39331
003bcf5c57920e43,67217
003bd3da9cd738ee,69768
003bdcaf0888303b,10544
003be67c370e6cdc,90122
003c0792f1e13a02,95907
003c0a0f3907c555,50202
003c0b973e74eb02,78775
003c0c2ebb7948bf,53124
003c48f87604018e,22168
003c48fa4fa49c0b,34911
003c544c1565775f,63351
003c6f74dd3d7abf,93092
003c76fd5f9279ba,54532
003c7d2c104f4c90,78775
003c95077ed0ccb0,96390
003cb7e36be9895c,58889
003cbe9b9c413d20,47859
003cdf4e375a3659,49943
003cfebd259c640d,59266
003d3ddf49be2eb0,51218
003d5921d29318ff,94273
003d5cc0ec150be2,90940
003d7c1f18cffc82,24448
003d7ddf4729c497,17428
003da2c783853582,87201
003dbc310e85e97a,70806
003ddedb317d1aa6,13406
003deb7d74732982,98090
003e7c48e71d98a9,71913
003e9230e2617940,10566
003e94a1d1ac544c,96700
003e987c9899d5f9,21284
003e9c166c55ca97,60513
003ea65ec5f4368a,46762
003eb6303702f605,67650
003ebda579427525,80738
003ed5dd9548f261,41374
003ef0c91fa27a19,38897
003f2df0f299453e,24625
003f5b5853157e41,16320
003f61fe885468b1,53496
003f85313ba05395,61581
003fd7b48b9541d9,53379
003ff6034fddaa67,72030
00400cb95d26dcbd,42924
004064a44f93bba3,61526
00408487becc4ce5,96584
0040b90203a4bb61,3400
0040c123912aff21,29457
0040e4a5f71c6ed0,99391
0040e4b06fecf169,30733
0040f20f18e8b0b4,33274
00411513cfb61883,84130
0041273bdc109b6a,96382
004127f320b325a3,76717
00412fee3991ac4b,47192
0041358358dc316c,20473
00413a66d2199909,3429
00413e2de16929e5,86186
00414aca9b9c7353,63089
0041995ea5601417,24045
0041c0ba8e6ce957,29811
0041d34fcc28e6e9,85458
0041efa4f86a1b6d,44948
0042284f90ddc534,32238
00423716f5f32b2c,68639
004242bfd68c55bc,46256
00425cca771c4424,20670
0042645c2f20946c,34689
00426ee89d801ea7,100491
0042963b9e45024e,36195
0042c08e15da4575,1656
0042caafba689619,98611
0042f0ab6281bd88,1656
0042f56f9d30a69a,49923
0042fdd88505df85,11561
0042fdfc3a04d7c1,97106
0043185b439cabaa,60138
0043207caa71df8b,84852
00432c49272ce3c3,93036
00434694349317c8,60637
00435412577d2139,16306
004364abf94c520c,97082
00437575f6dafb0b,17640
0043cc5e9c4396bf,90321
004407985bb11fbe,28791
0044458241939f33,96
00445a727fc57059,39704
00446e9f5adc055b,11594
00447ac7153b2a26,51148
0044a2822b4d080c,24655
0044a85863135555,48702
0044c57efdd62481,3400
0044e1cbc691865d,86556
0044ff83e5e7d955,21297
00450ffa873895c2,51770
00454ad2434ee811,15238
00454d042638c4d3,101166
0045703258f9a14c,38562
00458d3f609a763d,48474
004591215f4f2ece,37550
0045aa59bff8a0c5,70053
0045d7a35203da93,73739
0045e16ceecc42ac,52906
0045e713952c54c5,2689
0045ecf2779052d9,100857
0045f586781cd343,48555
00461731087f8f51,77900
004620f3d84e416c,53443
004623eca14ef0b7,91591
0046261af71a25e8,9765
0046544225c9d4ad,75479
0046b076db819048,15114
0046c7c0e20ecddb,2189
0046d478c7359f63,93267
0046f5ba42e36ed7,101243
0046ff26f8445233,68393
004701514deef38b,90940
00470716e59fe01a,78775
0047272758969d94,33883
00474955dc398636,35217
00474c57996954a9,45799
0047574c7fb1c90e,39335
00477dfb2cb36da7,73765
00478e63ca091d2d,16288
0047cf9945ed0c41,52726
0047f197b59d864c,65158
0047f1d95cb23dd8,24371
0047faba3b756a2a,9257
00480c4849e5c60f,3837
0048265098dec2f1,61526
004864399611e985,87681
0048b8ea4c8d6a33,57018
0048cd5f613af684,85981
0048d188ada6afa2,97426
0048d7853b0e4264,63800
0048dc8b403c9c9e,78775
0048e502a76ab33c,43166
0049600ac6633152,96584
00497ae3d94898cd,21488
00497d05b61b2883,16495
004980aa956307e3,28326
00498b98c065a2da,71087
00498e5b61e2f700,59278
0049e19f0e9f0363,33464
004a032760190082,59439
004a051c50328a21,59716
004a092f0be2677d,85018
004a0d5c8bf8208f,31737
004a225927e1b32a,69385
004a5696a583e86b,90352
004a59356ec836c4,19462
004a5961b11d070f,33274
004aab8ba0650349,75876
004ad5809402a551,40741
004ad580a02097fd,54743
004ad9cb04c206cb,48158
004aead26be11e7d,12535
004af2cfe28287fd,47682
004af6635e97595b,26538
004afa27d9c5f61d,5871
004b049f0973218b,39792
004b3535eb7ec424,48355
004b3e0b189626e5,27987
004b45f218dc5afd,42651
004b4afe0e54a61a,84386
004b55f22ecd71b0,15177
004b576c33e6797d,24930
004b587305865c87,1065
004b6521fc84eded,18032
004b6ac3b677cf4e,97424
004b6c3cc320cf22,74905
004b6fbfa45e10c6,99103
004b8e93870fff29,46700
004bab52ea4cbc35,39444
004bad36b8102b84,7977
004bc46186070abd,99617
004bce800cf2f839,37612
004be545003ebe97,37184
004c0e29fc231034,39046
004c0e36882da413,59893
004c242fd6b8fe04,85580
004c257d8db95347,77552
004c2a12c91f594d,48250
004c69629e349913,47092
004c7c1807f34871,35106
004c8895a6bfab42,62824
004c8a6c22525183,70144
004cb00c9fb44b3b,64484
004cb2297dc928ba,67916
004cbc97190b0da2,50616
004cc7f6ad31b28f,86046
004ccd9b10730439,82756
004ceaa5ceb7ec0d,52974
004cf0d89c2ec7e9,58285
004d150f78303e64,10238
004d285d7a9c5a13,54984
004d4799c6eb77e5,32643
004d47b667f70b1a,28279
004d579bf029c1b2,63318
004d6cc54ddf0215,11266
004d95217e345c13,58989
004dbb52f09b35dd,36731
004dce13f3c78dac,13801
004ddc110525291a,84390
004eb07c202e9618,30557
004eb18b262029a4,71854
004ed29226df7e56,82817
004ed709bedbb486,31302
004ee99eff5b297c,51624
004f13e05f872b0b,82354
004f45424f05205d,8046
004f664b882c2c7f,58137
004f70a38aed55fd,44653
004f71969864e68a,44418
004fbe042e9b2367,8421
004feb14c8606fd9,21995
004ff59f7ef05746,62050
00501b8e13ab7eb2,18321
00507a0283be2097,100287
00507b74db41f2b2,91389
0050a251d13fab48,90999
0050d27da3e690e7,75672
0050ea9cfcc5ed9c,91962
0051083704d87a1c,42738
00511a08ee527b9b,83416
00511e25296a3d5e,48738
0051427181fce824,75234
005142cac17c9432,29856
005147ef29aefcc7,69394
0051521cb6a8c805,80551
005156ab91c4dd3c,13709
0051df1a7a38930b,54137
0051f0271088c91b,26620
0051fc39717418f9,505
005243f3dd806e22,73455
00527711ad93f975,94883
0052e3b9641da6db,66690
0053044d5184fc58,97533
0053088335ef7636,49181
0053626c7c99a5db,83044
00536a2c69e08b92,20541
00536ef9411ebf2d,43671
00538c19e6c86b95,55463
005396946b9c3024,2347
00539a6af1218ca0,49657
0053b7d0ff910e25,104
0053c5a37f1168e2,30600
0053fb61a4260a53,33242
0053ff0b8abd154a,66059
00540a797946cc06,70068
00540eb21b5c6553,23142
00545703d85db78c,41129
00546d2b712a5696,677
00546dda9df5c8d3,5208
00546e1f152bfe31,34622
005489bc48cf05c9,93395
0054ab827fba00f9,77798
0054d2ab97757a58,28528
0054d2afd1d9b0af,88493
0054df70261d0ffe,12602
0054e023865e2317,33706
005524c8a2b261c0,97365
00553287b8484108,11224
005535229ea5b479,41312
005538c038027da6,47146
00555c6d3b3e1f8e,80190
00556a1c06bc4f45,40133
005596ea5f1fb0f7,11723
0055b24b013240dc,76112
0055c65b58171242,37244
0055fb41c40b58da,6107
0055fbe02fe182a8,79273
005605c5bb0720f3,71402
005615e4f134eafc,7607
00563178b835580f,32658
0056481c7978cdb4,75773
005652338c4c0e87,63299
0056816aa64e67cf,19954
005682eb88af6761,47346
00568708e9b9abf4,84842
00568e498c2d871d,70086
005690c20faa0a0a,3418
00569946eb5b3d81,49082
0056aa54f44fbf99,33862
0056adbf551a4335,28021
0056c1236104d855,73519
0056f2557b4e8878,18075
0056fdb0417c1630,93201
0057028df4cb00e5,71662
0057230b08e3965b,78775
005728b68d76dcd8,67680
005729a27aee0058,55779
00572b6ba1b79134,25799
005730832bed11bb,75209
005741484c2eff8d,60559
005747a8f74359d3,93036
0057ba55aa39d61d,93036
0057cbb7a8351581,32340
00581712144e1ed5,36513
00581a01333bc9bf,48400
0058255fa76fc3d4,63601
00583958b7beb250,89213
0058a48cb3fc4a2a,23104
0058b5940f558fe3,83665
0058c6518253894c,62639
0058dce3b5206e67,86046
0058e76100b878a0,8606
0058ed36bc986871,35206
0058f94660e6cd91,64385
0058fc121c188b7a,11025
0059287e94f4dae2,14296
00594aa525648a75,34783
00594f6057c45f6a,28791
0059b6402e6df44d,65170
0059dccffb3042e8,69245
005a19c5efaabb5d,73859
005a241414e1a7e1,20524
005a25baf0e2aa54,28224
005a2649d08fae00,68509
005a36056c5d4849,56761
005a4238d55ce6cd,21394
005a790761a28828,71465
005a80181c1091a2,94900
005a9278e2fca605,21215
005ab4f5267771a2,76980
005ac22212660393,37830
005acaf9365e4b19,32024
005ad980dfa1544a,84791
005b4627ce198e2b,98723
005b547e11f7a000,16274
005b71be6567c7b4,9186
005b9997e8dc5972,44548
005ba9dfd4876605,37087
005bb4e414813238,95968
005bd944d2c92ce5,80761
005bd99c33dd01b4,85886
005bfc64d5b82e37,24448
005bfea243517c0a,91238
005c08ed67776255,18031
005c138fc318c4d2,4598
005c489aca95cc58,52567
005c4bf85794f225,4345
005c5d6e45e76e0d,45946
005c7d511b2405fb,13469
005c92a08816ae51,57933
005cb4783a2b0f3d,57785
005cdfc61a6ff992,7081
005cf96df268acf4,73624
005d0e02d08ac342,73486
005d1f52e4c1cef3,53377
005d265807212550,74184
005d31d1be1424d6,80690
005d3e2412802bb5,42989
005d42314fb6dbe3,46700
005d44b4ea5fd33b,87933
005d50d0d4a1dc1d,4932
005d917cd591153a,55448
005dae6eb1983ced,74195
